genre_ids,id,original_title,vote_average,vote_count
[99],59248,The Wildest Dream,7.2,20
"[12, 28, 53]",44745,Beatdown,5.1,13
"[80, 35]",51875,Miss Nobody,4.9,20
"[27, 28, 53]",68212,The Terror Experiment,4.4,14
"[18, 28]",34586,Кандагар,6.7,19
[35],46967,Bill Burr: Let It Go,7.9,44
"[14, 18, 28, 53, 80, 878, 10749]",32407,Malice in Wonderland,5.7,28
"[27, 878]",35074,Dinoshark,4.2,21
"[16, 10751, 35, 12]",52939,Три богатыря и Шамаханская царица,5.9,30
"[18, 10749]",38984,Coco Chanel & Igor Stravinsky,6.3,50
"[27, 53]",37196,The Daisy Chain,5.2,35
"[35, 18]",19688,Middle of Nowhere,5.9,35
"[18, 10749]",63414,డార్లింగ్,4.9,8
"[10752, 35, 18]",6172,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,5.2,38
"[28, 12, 53]",41409,Airline Disaster,3.2,15
"[27, 53]",52817,Bitter Feast,5.4,27
"[28, 80]",32845,Wrong Side of Town,5.2,25
"[10751, 16]",36696,Белка и Стрелка. Звёздные собаки,5.5,17
"[35, 10749]",55246,Ceremony,5.2,33
[18],43922,Legendary,6.4,50
"[28, 53]",38166,The Stranger,5.0,29
"[10749, 18]",59944,君に届け,6.5,37
"[10751, 12]",36085,Vorstadtkrokodile 2,6.4,30
"[35, 18, 10749]",40777,I Hate Luv Storys,6.1,51
[],31059,Наша Russia: Яйца судьбы,4.3,25
"[12, 16]",39544,ホッタラケの島 遥と魔法の鏡,6.7,18
"[16, 80, 9648]",38180,DC Showcase: The Spectre,6.4,36
[99],75311,The People vs. George Lucas,6.4,49
"[35, 10751]",76706,Christmas Mail,5.4,29
[16],148607,Heavy Metal Mater,5.7,19
"[28, 12, 53]",35656,As Good As Dead,4.8,15
"[878, 53]",41360,Hunter Prey,5.6,51
[37],71244,Monte Walsh,6.3,20
[35],59419,The Best and the Brightest,4.5,11
[99],46689,Waste Land,7.7,51
[18],57389,Le quattro volte,7.6,45
"[16, 35]",48740,Coyote Falls,7.3,24
"[18, 53]",55061,Frankie & Alice,5.7,43
"[18, 53]",49001,L'Autre monde,5.8,37
"[35, 18]",25891,ExTerminators,5.5,56
[27],70448,All About Evil,5.6,30
"[35, 18]",59957,Mères et filles,6.4,15
"[28, 878, 27, 53]",52034,鉄男 THE BULLET MAN,5.7,32
"[18, 35]",41273,Tournée,6.8,37
"[18, 10751]",75910,Lifted,7.3,18
[53],35004,Order of Chaos,4.4,12
[35],44647,Rock Slyde,6.1,13
[16],352812,Tick Tock Tale,8.0,39
"[10751, 35, 18]",57517,First Dog,6.2,17
"[28, 18, 53, 12]",62255,Tracker,6.7,29
[18],28238,RSC Live: Hamlet,7.7,37
"[18, 53]",49004,Beneath the Dark,4.9,21
"[28, 10749]",30886,वीर,5.7,24
"[28, 878, 53]",41997,Meteor Apocalypse,3.8,12
"[18, 35, 10749]",54532,Is It Just Me?,6.1,34
"[16, 10751]",88212,Prep & Landing Stocking Stuffer: Operation: Secret Santa,6.7,42
"[18, 53, 9648]",43754,The Killing Jar,5.7,27
"[10749, 12, 18, 36]",47557,Край,6.0,21
"[18, 53]",46665,Triple Dog,5.9,59
"[12, 28]",45611,Jack Hunter and the Lost Treasure of Ugarit,6.8,8
"[35, 10749]",39213,Coach,4.6,12
"[80, 18, 53]",39478,Stripped Naked,4.3,6
"[53, 18]",221343,Locked In,4.2,12
"[18, 35, 10749]",56607,나탈리,5.0,9
"[18, 27, 53]",60306,Victim,4.4,19
[18],8896,Delta,5.8,9
[],151316,Shrek’s Yule Log,4.7,9
"[18, 35, 10749, 10751, 14]",42950,What if...,6.6,29
"[14, 10770, 35]",99079,A Family Thanksgiving,5.2,9
"[18, 27, 53]",39959,Open House,4.7,23
"[16, 18]",75825,Zero,7.4,35
"[28, 53]",46103,Born to Raise Hell,4.5,40
[99],72914,"Fat, Sick & Nearly Dead",7.2,69
"[27, 53, 9648]",49347,Needle,5.1,24
[35],46584,The Trotsky,6.3,43
"[27, 53]",57018,Captifs,5.5,47
"[28, 9648, 53, 27]",45527,The Final Storm,4.1,18
[18],45792,Amish Grace,7.0,21
"[12, 35, 10751, 14]",36550,Jack and the Beanstalk,5.2,38
"[18, 53]",15952,Frygtelig lykkelig,6.5,38
"[53, 27]",48836,Kill Katie Malone,4.2,15
[18],52688,November Christmas,7.6,19
"[10749, 18]",47559,The First Grader,7.0,51
[18],39958,The War Boys,6.5,29
"[35, 18]",41371,#1 Cheerleader Camp,3.6,34
"[10752, 14, 28, 18]",36699,My Iz Budushchego 2,5.3,25
[35],38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.4,59
[35],57809,Ёлки,6.5,35
"[27, 878]",43099,Mothman,3.2,12
[35],20720,Gabriel Iglesias: Hot and Fluffy,7.4,37
"[35, 18]",65831,Sascha,6.5,11
[27],27807,The Dead Matter,3.7,6
"[35, 27]",49541,Die-ner (Get It?),3.3,12
"[27, 28, 53, 878]",82628,Alligator X,3.3,17
"[18, 14]",61980,Seeing Heaven,3.7,9
"[10770, 878]",32206,Quantum Apocalypse,3.6,38
[],75828,Erratum,6.6,7
"[53, 28, 12]",35153,The Heavy,5.0,24
[18],44966,The Freebie,4.8,12
[18],39477,Small Town Saturday Night,6.2,17
"[27, 878, 28]",53502,The Dead Undead,3.1,9
[18],37234,Sex & Drugs & Rock & Roll,6.6,25
[35],30587,Aziz Ansari: Intimate Moments for a Sensual Evening,6.6,28
"[28, 14]",40170,Mortal Kombat: Rebirth,7.2,52
"[18, 10749]",47075,Samson and Delilah,6.1,25
[99],45274,Client 9: The Rise and Fall of Eliot Spitzer,6.4,18
"[80, 18, 53]",51512,Dear Mr. Gacy,6.4,40
"[35, 10751]",73541,You Should Meet My Son!,6.7,20
"[35, 18, 10749]",44991,The Four-Faced Liar,5.3,25
"[99, 10402]",41120,Rush: Beyond the Lighted Stage,8.3,33
[16],148606,Mater Private Eye,5.6,22
"[10749, 35, 18]",70588,The Myth of the American Sleepover,6.2,47
[99],53778,DMT: The Spirit Molecule,6.2,40
[18],108614,The Seminarian,5.8,8
"[27, 53, 9648]",35197,The Reeds,4.7,25
"[99, 10402]",53344,Lemmy,7.4,51
[99],41504,L'enfer d'Henri-Georges Clouzot,7.1,21
"[18, 53, 80]",42966,Once Upon a Time in Mumbaai,6.6,36
[35],63943,West Is West,6.6,23
"[27, 878, 12]",90363,Mysterious Island,4.3,12
"[10770, 14, 27]",57173,Monsterwolf,3.8,10
[35],34144,अतिथि तुम कब जाओगे?,6.3,26
"[80, 18, 53]",45022,Holy Rollers,5.9,43
"[18, 53]",45806,Nothing Personal,6.4,37
"[14, 18, 10751, 10770]",78059,Call Me Mrs. Miracle,5.4,22
[16],171536,Unidentified Flying Mater,6.1,27
"[35, 18, 10749]",47320,Cherry,6.5,40
"[18, 10749]",45020,Mercy,5.6,10
"[10749, 10770, 18, 10751]",123883,Ice Dreams,6.0,11
"[18, 27, 53]",54700,The Presence,4.2,37
"[99, 36]",70862,American Grindhouse,6.9,35
[27],29833,Brain Dead,5.2,18
"[12, 27, 53]",34231,The Graves,3.2,22
"[878, 14, 27]",45959,Dark Relic,3.1,8
"[27, 28, 53]",70059,Wolf Town,3.2,10
"[18, 10749]",47358,Just Say Love,5.1,9
"[18, 35]",44946,Knucklehead,5.0,24
"[27, 18, 53]",32904,Tony,6.0,39
"[35, 18, 10751]",45013,Burning Palms,5.6,27
"[35, 18, 10749]",56928,Meet Monica Velour,5.4,18
[35],41179,Pièce Montée,5.2,27
[18],94025,The Stranger in Us,5.6,8
[18],44944,For Colored Girls,6.8,33
"[28, 12, 53]",47853,King of the Avenue,4.5,9
"[27, 53, 18, 80]",31992,Freeway Killer,5.5,10
[16],140967,Mater the Greater,5.9,24
"[28, 27, 37]",77594,Dead West,3.0,7
"[28, 99]",55322,Grant Morrison:  Talking with Gods,6.6,8
"[12, 28, 14]",44773,The 7 Adventures of Sinbad,3.3,16
[16],56553,Rescue Squad Mater,5.9,22
"[16, 18, 10749]",60669,文学少女,6.4,9
"[27, 878, 53]",58765,Slices of Life,2.5,6
"[18, 35]",44219,The Chosen One,4.5,23
[99],43924,The Tillman Story,7.5,33
"[27, 35]",130165,President's Day,3.6,6
"[10770, 35, 18, 10749]",48495,Double Wedding,6.4,19
"[35, 18, 27, 53]",33275,Red Hook,3.9,6
[10751],69961,Horse Crazy 2: The Legend of Grizzly Mountain,4.4,4
"[35, 10402]",47911,"Bo Burnham: Words, Words, Words",7.2,29
"[16, 35]",48741,Fur of Flying,6.6,15
[27],50288,House of Bones,4.3,19
[18],42748,Bo,5.1,14
"[27, 878, 53]",63706,Mandrake,3.8,12
"[18, 10749]",33809,Alle Anderen,6.2,39
[99],78394,Sea Rex 3D: Journey to a Prehistoric World,7.4,12
"[35, 18]",49446,You Wont Miss Me,5.2,5
"[27, 53, 878]",42307,Road Train,3.9,43
[27],56529,The Violent Kind,5.2,21
"[99, 18]",45576,归途列车,7.2,26
"[10749, 18]",63430,ఏ మాయ చేసావే,6.3,8
"[18, 28, 53]",70110,Turbulent Skies,3.0,15
[18],52605,Strapped,6.0,25
"[80, 27, 9648, 53]",47891,Cyrus: Mind of a Serial Killer,4.5,26
"[28, 35, 80, 18]",41009,Perrier's Bounty,5.8,35
[18],59835,Entrelobos,6.0,19
[27],52369,La Meute,3.8,27
"[18, 10751]",37206,A Shine of Rainbows,6.3,19
"[35, 10751]",53980,Ensemble c'est trop,4.8,10
"[18, 35, 10749]",49679,Action Replayy,5.3,36
[99],52804,Graphic Sexual Horror,7.5,12
"[18, 10749]",33870,Mao's Last Dancer,7.0,45
[18],67509,Pieds nus sur les limaces,5.9,27
[18],57489,El último verano de La Boyita,7.0,11
"[10751, 16]",183443,New Ghoul at School,6.0,21
[27],39814,Salvage,5.3,27
[99],50056,Secret Origin: The Story of DC Comics,6.6,19
"[28, 12, 99]",20311,Love the Beast,6.6,18
"[27, 53]",73101,The Killing Strain,3.2,5
"[35, 53, 9648]",33035,A Film with Me in It,5.9,37
"[14, 28, 53, 878]",42053,Witchville,4.4,16
"[27, 53]",54525,Secrets in the Walls,5.7,33
"[27, 53]",34104,The Cursed,4.6,5
"[28, 35, 27]",65020,The Taint,4.7,19
[12],52349,600 kilos d'or pur,5.2,22
[16],37845,French Roast,6.7,27
"[10770, 80, 9648, 53]",72587,Smoke Screen,5.1,7
[],150782,Bikini Frankenstein,6.0,4
"[28, 878, 53]",67203,Arctic Predator,5.0,20
"[27, 53]",62105,Re-Cut,3.8,10
"[18, 53, 10749]",70418,Wasted on the Young,5.3,23
"[53, 9648]",69771,Iron Doors,4.9,16
[99],52013,Marwencol,7.3,30
"[35, 10749]",51764,BearCity,6.1,18
[27],58250,The Bucks County Massacre,4.5,8
[99],47059,Boxing Gym,5.5,7
"[27, 53]",47654,Circle,3.8,6
"[28, 80, 53]",31172,Diamant 13,5.5,18
"[28, 12, 16, 878, 10752]",30807,機動戦士ガンダム00 スペシャルエディションIII リターン・ザ・ワールド,5.6,8
[99],44806,12th & Delaware,7.4,9
"[12, 14, 27, 28, 53, 878]",47065,Tales of an Ancient Empire,3.3,12
"[18, 9648]",117232,Lady Blue Shanghai,6.1,30
"[35, 99]",32930,Bill Maher... But I'm Not Wrong,6.5,12
[18],41123,Lourdes,6.5,21
"[18, 53, 80, 9648]",73419,The Devil's Teardrop,6.0,11
"[35, 10751, 14, 10770]",83137,The Santa Suit,7.0,11
[18],45595,Miral,6.1,27
"[878, 28]",96592,Defcon 2012,2.0,6
"[18, 878, 53]",62878,Riverworld,4.9,16
"[99, 10402]",53079,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),7.6,14
[27],62904,Mask Maker,5.4,17
[27],61716,Killjoy 3,4.2,14
[99],55244,Bill Cunningham New York,7.9,48
"[14, 36, 10749]",46694,The Pagan Queen,3.3,8
"[80, 53, 9648]",80298,The Last Harbor,4.3,5
"[10770, 10751, 14]",74352,The Night Before the Night Before Christmas,5.6,10
[18],74342,El Cónsul de Sodoma,7.1,7
"[27, 9648, 53]",13826,Knife Edge,4.6,15
"[16, 10751, 35]",60823,Rabid Rider,6.4,12
"[53, 80, 9648]",83716,Fake,5.0,3
[27],34845,SuicideGirls Must Die!,3.7,10
"[18, 9648, 53]",61420,The 19th Wife,4.5,6
"[18, 10749, 53]",34764,Karthik Calling Karthik,6.0,40
"[35, 10749]",44740,月滿軒尼詩,6.6,5
"[27, 14]",56242,Demonic Toys: Personal Demons,3.8,14
[99],47689,Get Lamp,6.4,10
[27],68523,Slow Torture Puke Chamber,2.6,14
"[36, 18, 10752]",58602,Henri 4,6.2,13
"[35, 18, 10749]",65056,A Little Help,5.3,30
[],200946,Weakness,4.5,2
"[35, 18]",50590,Norman,5.9,22
[35],41416,一頁台北,6.2,13
"[9648, 18, 35, 53]",55934,Cold Weather,6.2,19
[18],87017,El cuarto de Leo,7.3,18
[18],51276,Ovsyanki,6.8,32
[18],28987,The Kid,6.9,12
"[10402, 99]",50358,Bruce Springsteen: The Promise - The Making of Darkness on the Edge of Town,6.0,4
"[27, 878]",64108,The Frankenstein Syndrome,4.9,25
"[10770, 53, 18]",68193,The Perfect Teacher,5.5,20
[35],67952,Kathleen Madigan: Gone Madigan,6.5,11
"[28, 18, 37]",46562,The Last Rites of Ransom Pride,3.5,10
"[35, 10749]",50198,See You in September,5.0,12
"[27, 53]",45778,Camp Hell,3.5,26
[18],33570,Ice Castles,6.3,34
"[10770, 80, 18, 9648]",39446,At Risk,4.4,10
[53],39240,The Truth,5.5,10
"[27, 28, 35, 53]",108993,Detention,3.5,15
"[10770, 35, 10751]",40900,Elevator Girl,5.5,21
"[28, 35]",68716,Venus & Vegas,3.7,14
[35],48132,Kevin Smith: Too Fat For 40,6.5,15
"[35, 18]",58729,The Bill Collector,2.9,7
"[18, 10749]",54469,Main Street,3.7,27
"[18, 35, 10749]",50099,ब्रेक के बाद,5.6,26
"[18, 35, 10749]",44248,Aisha,4.9,19
"[12, 35, 10751]",45725,Adventures of a Teenage Dragonslayer,3.6,8
"[14, 18, 878, 10749, 10751]",77235,You're So Cupid,5.6,28
"[27, 878, 10770]",44811,Mongolian Death Worm,3.6,14
"[35, 80]",56897,Phas Gaye Re Obama,6.9,18
"[18, 35, 10749]",5178,The Good Heart,6.4,30
[99],89994,The Psycho Legacy,8.0,3
"[10749, 35]",49827,"Moskva, Ya Lyublyu Tebya!",4.6,7
"[18, 80]",35687,लव सेक्स और धोखा,5.9,18
"[27, 53]",32612,The Traveler,5.3,49
"[18, 53]",132239,The Confession,6.7,6
[18],45014,Anton Chekhov's The Duel,7.4,5
[18],68774,Eurazijos aborigenas,6.8,8
"[878, 14]",63171,"Glenn, the Flying Robot",4.2,9
"[10749, 10770]",52635,Meet my Mom,6.3,10
"[28, 80, 18, 53]",51488,Full Love,10.0,1
[53],82139,Removal,5.1,16
"[18, 10749]",117646,春风沉醉的夜晚,5.9,8
[18],84016,A Religiosa Portuguesa,6.6,7
[16],51800,The Dolphin Story of a Dreamer,6.2,5
"[36, 99]",58772,שתיקת הארכיון,7.0,16
"[27, 53, 9648]",16092,Aparecidos,5.3,21
[99],64074,Deux de la Vague,5.6,7
"[18, 10749]",48833,Night Catches Us,4.4,7
[18],52322,Octubre,6.5,3
"[28, 12, 18, 27, 878, 53]",50053,2010: Moby Dick,3.2,34
"[18, 28, 53]",51462,Brotherhood,6.2,31
"[27, 9648]",28396,La herencia Valdemar,5.0,30
[27],27651,Puppet Master: Axis of Evil,3.9,12
"[28, 12, 18, 53]",32005,Breaking Point,5.6,8
[35],45920,Ollie Klublershturf vs. the Nazis,5.9,7
"[35, 18, 10749]",29888,दुल्हा मिल गया,5.1,20
"[35, 99, 18]",39333,180° South,7.1,31
"[10749, 18]",50493,Brilliantlove,4.7,7
"[10752, 18]",57602,Un homme qui crie,6.1,10
"[35, 10751]",50652,A Nanny for Christmas,5.0,29
"[28, 12, 80, 18, 53]",41042,Caught in the Crossfire,4.7,11
[18],53413,O Estranho Caso de Angélica,6.7,22
"[28, 27, 878]",24392,The Dark Lurking,3.4,18
[35],63160,Successful Alcoholics,6.1,7
[99],62325,Bhutto,5.4,6
[18],42808,L'uomo che verrà,7.6,33
[99],40428,8: The Mormon Proposition,6.2,11
[18],8902,Linha de Passe,6.8,18
"[28, 12, 35, 18, 878, 53]",44680,The Wild Hunt,6.0,25
"[27, 28, 53, 878]",49830,Contagion,4.3,6
[878],136921,Pixels,7.1,35
"[18, 10749]",30695,चांस पे डांस,5.0,14
"[10770, 16, 12]",48832,Scott Pilgrim vs. the Animation,7.5,35
[18],61769,Gigola,5.6,4
"[35, 99]",71440,Katt Williams: 9 Lives,5.4,4
[99],37592,Invisible Empire: A New World Order Defined,7.8,13
"[18, 10749]",76421,Role/Play,5.5,13
[18],51403,Bibliothèque Pascal,6.9,11
"[35, 27]",28596,Silent But Deadly,3.8,4
[99],56663,Paul McCartney Really Is Dead: The Last Testament of George Harrison,4.7,10
[18],59728,The 5th Quarter,4.7,15
"[28, 12, 53]",39397,Circle of Pain,4.0,13
"[35, 10770, 10751]",168090,The Town Christmas Forgot,6.6,10
[35],26353,The Penthouse,3.5,10
[18],44159,Zanan-e bedun-e mardan,6.6,25
"[18, 10749, 10770]",270848,Fairfield Road,5.9,18
"[28, 18, 9648]",59426,Жить,6.8,9
"[28, 14, 878]",48255,Journey to Promethea,2.2,5
"[10402, 99]",92672,Classic Albums: Rush - 2112 & Moving Pictures,5.3,3
[18],43614,Le père de mes enfants,7.0,26
"[35, 10749]",43938,Nice Guy Johnny,5.3,14
[27],41434,Don't Look Up,3.7,22
[],127717,Freshman Father,6.3,32
"[28, 35, 10751]",45682,Xun zhao Cheng Long,4.9,29
[53],69854,Playing House,5.2,6
"[18, 10751]",35716,Preacher's Kid,6.4,23
"[18, 10749]",138624,Gift of the Magi,5.4,10
"[35, 9648]",318947,The Hills Have Thighs,5.0,2
"[27, 35]",74016,Someone's Knocking at the Door,3.6,17
[18],68412,3 Backyards,4.3,6
[],53999,My Super Psycho Sweet 16: Part 2,5.9,16
[35],57081,Whitney Cummings: Money Shot,6.1,11
"[35, 27]",59574,Zombie Driftwood,1.7,3
"[27, 878]",76216,Nihon bundan: Heru doraibâ,5.9,18
"[10749, 53, 27, 18]",62103,Agnosia,5.0,24
"[99, 37]",101520,Reel Injun,7.1,14
[18],148800,Triple Standard,5.3,6
"[28, 27, 53]",78352,War Games: At the End of the Day,5.2,23
"[35, 99]",46105,American: The Bill Hicks Story,7.7,32
"[18, 878]",73283,Transfer,6.2,12
"[27, 35]",399199,Twilight Vamps,5.5,4
[],134718,Sweaty Beards,2.8,5
[99],70115,Machete Maidens Unleashed!,6.9,26
"[18, 28, 53, 878]",68712,The Lazarus Papers,4.5,10
[99],90241,Poikien bisnes,3.9,4
"[35, 18, 10749]",27735,Wonderful World,5.8,19
[18],41144,To Save A Life,6.5,32
[99],121248,Halloween: The Inside Story,7.4,9
[27],123389,Mr. Hush,2.3,7
"[18, 53, 27, 878]",55662,Virus X,3.5,15
"[27, 14, 878]",70740,Goblin,5.4,14
[],103261,Astro Boy vs The Junkyard Pirates,6.8,6
"[35, 36]",43083,זוהי סדום,7.3,12
[18],60981,Счастье мое,6.9,24
"[18, 35, 10749]",64694,"No eres tú, soy yo",6.3,20
[99],63146,Cleanflix,6.6,9
"[80, 99, 18]",354870,Monster: The Josef Fritzl Story,4.8,40
"[18, 10749, 35]",32124,Dare,5.9,37
"[27, 53]",73085,Wreckage,3.9,12
"[80, 27]",74727,Long Pigs,5.3,12
"[28, 12, 18, 9648, 878, 53]",63154,Zenith,5.4,13
"[28, 53, 37]",29776,6 Guns,4.7,17
"[18, 10751, 10749]",52499,The Way Home,5.1,11
[35],49754,Kickassia,4.9,22
[18],86262,잘 알지도 못하면서,5.9,12
"[28, 53]",41728,Enemies Among Us,1.6,4
"[18, 35]",58251,Daddy Longlegs,6.3,7
"[80, 18, 9648, 53]",47902,Meskada,5.0,8
"[18, 35]",74447,Hamill,6.5,16
[99],54694,Pony Excess,7.5,7
[18],97191,สวรรค์บ้านนา,7.3,4
"[18, 10749]",79782,Wenecja,7.2,5
"[878, 27]",27485,Megaconda,7.0,1
"[35, 18, 10749]",50673,Life in Flight,6.7,3
[99],54685,Little Big Men,6.4,4
"[99, 18]",57436,The Erotic Man,6.3,6
[99],74322,"Truth in Numbers? Everything, According to Wikipedia",6.3,8
"[35, 18]",59914,La blonde aux seins nus,6.2,9
[35],57622,Act da Fool,6.1,10
"[27, 53]",39453,Death and Cremation,5.5,7
"[35, 10749, 878]",71288,Meant To Be,5.1,9
"[28, 35, 37]",43700,Big Money Rustlas,3.9,5
"[878, 28]",44216,Downstream,3.5,12
"[28, 37]",40852,American Bandits: Frank and Jesse James,3.5,3
"[28, 18, 80]",51021,Lure: Teen Fight Club,3.0,5
"[28, 53]",69932,Disarmed,2.8,6
"[18, 878]",56320,The Scientist,5.8,4
"[27, 53]",5489,Neowolf,1.8,6
[27],327674,The Invited,3.1,6
"[80, 18, 53]",251689,Sex express coffee,5.8,4
[35],26971,Dieta mediterránea,5.8,13
"[99, 16]",51904,Industrial Light & Magic: Creating the Impossible,7.0,21
[27],166736,Eyes in the Dark,3.9,7
[28],73819,The Last Kung Fu Monk,4.6,7
"[35, 18, 10749]",62543,My Normal,4.6,14
"[53, 18]",89495,La hora cero,6.9,8
"[10770, 35, 18, 10749]",167012,The Wish List,6.6,7
"[80, 18, 53]",94628,Locked Away,4.8,4
"[878, 12]",55241,Meteor Storm,3.3,21
[],93784,Busty Cops Go Hawaiian,6.0,3
"[80, 18]",38238,Las viudas de los jueves,5.8,6
"[28, 80]",74637,Madso's War,6.5,4
"[28, 53]",63480,The Kane Files: Life of Trial,5.5,11
[35],39026,Costa Rican Summer,4.6,9
"[37, 28]",39807,Doc West,6.1,15
"[35, 27]",44687,The Lost Skeleton Returns Again,6.6,11
"[27, 28, 53, 878]",57011,Alien vs. Ninja,4.3,30
[18],50026,Flying Lessons,6.1,12
"[10751, 12]",50294,Kuky se vrací,7.0,17
[99],54680,Guru of Go,7.1,5
[18],84849,Orly,7.0,5
[99],36715,Police State IV: The Rise of FEMA,6.7,7
[18],63820,Chamaco,4.3,4
[35],35241,Charlie Murphy: I Will Not Apologize,5.0,5
"[9648, 53]",59111,Kalamity,4.0,3
"[99, 10402]",59974,Genius Within: The Inner Life of Glenn Gould,6.7,5
[10402],51499,Beyoncé: I Am... World Tour,8.2,14
[],44211,Draquila - L'Italia che trema,7.0,12
[99],54742,The House of Steinbrenner,4.9,5
"[27, 53]",57008,Alice in Murderland,2.4,11
[18],47405,Maskeblomstfamilien,6.5,4
[35],66084,Не надо печалиться,5.3,5
"[28, 53]",33866,Supreme Champion,3.6,4
"[16, 28]",57051,Assassin's Creed: Ascendance,5.7,13
"[27, 53]",36604,Perfect Life,4.3,5
"[35, 10751]",52268,The Dog Who Saved Christmas Vacation,4.5,11
"[14, 9648, 53, 10749]",50023,Dead Awake,4.4,19
"[18, 28, 36]",44249,葉問前傳,6.7,319
"[14, 27, 53]",47655,Hisss,3.5,20
"[18, 10770]",71184,When Love Is Not Enough: The Lois Wilson Story,5.5,4
[99],59406,PsyWar: The real battlefield is your mind,6.9,7
"[18, 28, 10749]",64832,Shadows & Lies,4.2,10
"[18, 53]",42554,Accused at 17,6.0,11
"[35, 18, 10749]",49057,The Trial,5.2,11
"[18, 27, 53]",64861,Thirst,4.8,5
"[18, 10402, 10749]",46504,Guy and Madeline on a Park Bench,5.5,19
[27],369763,The School in the Woods,3.7,3
"[27, 9648, 80]",57313,8213: Gacy House,3.3,28
[35],296193,Comedy Central Roast of David Hasselhoff,7.1,18
"[53, 9648]",40048,In My Sleep,5.4,20
"[18, 10749]",72946,I Will Follow,5.6,9
"[35, 10749]",53988,La reine des pommes,5.6,9
[27],108774,Machete Joe,1.5,2
"[10770, 18, 36]",45371,The Special Relationship,6.3,25
[18],46564,A Marine Story,6.2,18
"[18, 53]",47383,El hombre de al lado,6.5,25
"[35, 18, 10749]",61527,Helena from the Wedding,5.0,2
[53],69929,One in the Gun,3.5,2
[99],54688,Marion Jones: Press Pause,3.4,4
"[28, 12, 18]",34585,Unrivaled,3.3,7
[18],55893,Putty Hill,5.9,8
"[28, 53]",63907,Reykjavík Rotterdam,5.9,22
"[18, 10749]",70761,Brownian Movement,5.0,16
"[35, 80, 28]",49588,Trick,5.1,7
"[28, 12, 35, 53]",40655,The Bannen Way,4.9,15
"[35, 18, 10749]",30124,Tru Loved,5.4,13
"[10749, 18]",63281,Про любоff,4.0,4
[99],54732,Silly Little Game,5.4,4
[35],41994,David Cross: Bigger and Blackerer,6.3,9
"[99, 28]",105942,ReGeneration,7.2,10
"[18, 10751]",44972,वी आर फैमिली,5.7,19
"[18, 10749]",72355,Au fond des bois,5.3,10
[99],51299,Life Cycles,8.6,31
[35],52306,Hard Breakers,3.3,15
"[35, 10749]",29538,प्यार इंपॉसिबल!,4.7,21
"[35, 10749]",43044,Sparkle,7.0,7
"[53, 878]",78369,Grey Skies,3.6,6
[27],71027,The Super,6.3,3
[99],88865,Queen of the Sun,7.0,6
"[27, 53]",50606,Ghosts Don't Exist,4.1,5
"[28, 16]",35837,"Boogie, el Aceitoso",5.8,26
"[10751, 18]",51962,Min bedste fjende,6.5,4
"[28, 12, 53]",60264,Urgency,1.9,4
[53],37503,Bulletface,5.5,5
"[10770, 28, 12, 10751, 14, 878]",42897,The Jensen Project,4.5,10
[99],47426,South of the Border,5.1,24
[27],68610,ReGOREgitated Sacrifice,4.0,15
[27],42942,Closed for the Season,3.0,6
"[28, 12, 27]",51590,Assault of the Sasquatch,5.0,5
"[16, 10751]",29614,Tomtar & troll: Den hemliga kammaren,4.7,3
"[18, 53]",45780,I Am Slave,6.3,21
"[18, 35]",44549,PEEPLI [Live],7.6,31
"[35, 99]",48375,Brother's Justice,5.1,7
[99],58376,Presunto Culpable,5.9,8
[35],209871,All American Zombie Drugs,6.1,5
"[35, 10749]",47181,Ženy v pokušení,5.9,5
"[18, 10749]",44951,Beneath the Blue,5.5,17
[18],51832,Paam Hayiti,6.8,8
"[27, 28, 35, 53]",75013,Ninjas vs. Vampires,3.8,6
[99],54731,Run Ricky Run,6.6,7
[18],59112,Je n'ai rien oublié,6.1,13
[99],39185,Winning Time: Reggie Miller vs. The New York Knicks,8.1,14
"[28, 35]",43954,Shoot the Hero,3.4,11
[18],51976,Hermano,6.7,15
"[80, 99]",53190,The Two Escobars,7.4,18
"[27, 878, 53]",248670,Nightbeasts,3.5,4
[35],43814,Something Like A Business,3.6,5
"[27, 53]",39050,Meadowoods,5.0,6
"[35, 10402]",81021,Spork,6.8,13
"[35, 18]",92190,Tuba Atlantic,5.5,12
"[18, 10749]",38301,The Japanese Wife,6.3,6
"[99, 35]",41156,I Am Comic,6.3,9
"[35, 27]",103970,Feeding Frenzy,6.2,9
"[12, 80]",76747,Burning Daylight,6.0,1
"[18, 10751]",63348,The Encounter,5.7,28
[99],259872,Des jours plus belles que la nuit,5.5,8
"[14, 9648]",191476,42 One Dream Rush,7.0,12
"[16, 10751]",52272,Bratz: Pampered Petz,5.0,1
[35],32497,Farsan,4.5,23
[99],47753,William S. Burroughs: A Man Within,6.7,12
