genre_ids,id,original_title,vote_average,vote_count
"[99, 14, 27]",257323,The Lock In,3.8,3
[35],305141,"Oliver, Stoned.",3.8,7
"[10751, 28]",316822,The Martial Arts Kid,3.8,2
[10402],308903,Dave Matthews & Tim Reynolds - Farm Aid Live,3.8,2
"[28, 53, 27]",176990,Sorority Party Massacre,3.8,16
[53],153329,In The House of Flies,3.8,4
"[28, 27]",302584,Thr33 Days Dead,3.7,5
[],300613,The Offering,3.7,3
[],293800,Deadly Lessons,3.6,4
[53],329271,Breakaway,3.5,1
[],299922,Hello,3.5,1
"[53, 27, 28]",292110,Eternal Damn Nation,3.5,2
[16],265706,Action Bill,3.5,1
[18],257974,Missing William,3.5,2
"[878, 28]",223758,Water Wars,3.5,2
[],171409,Against the Grain,3.5,2
"[53, 878]",391439,The Girl,3.3,4
[],290732,Wonderland,3.3,3
"[28, 80]",267580,Guardian,3.3,4
[],502620,One More Time for the Camera,3.0,1
[10402],474692,Merle Haggard: In Performance,3.0,1
[35],441736,Untitled Document,3.0,1
[28],398033,Kung Fu Brother,3.0,1
"[9648, 28, 27]",384912,Slit Mouth Woman in LA,3.0,2
[],382275,Dinner,3.0,2
"[27, 53]",381820,Cut Her Out,3.0,1
[27],378310,Tales of Poe,3.0,2
"[53, 27]",377165,Expressway to Your Skull,3.0,1
[27],343474,Dreadtime Stories,3.0,2
"[14, 9648, 27]",332940,Tales of the Supernatural,3.0,1
[],327066,The Gays,3.0,1
[],325157,Haunters,3.0,1
"[27, 35]",320412,Camp Massacre,3.0,2
"[18, 27, 53]",316010,The Other Side,3.0,2
"[10751, 28, 35]",315121,Now Hiring,3.0,1
[],314859,By God's Grace,3.0,2
"[878, 53]",313948,The Shift,3.0,2
[],312155,Merely Players,3.0,1
[],308642,Field Freak,3.0,4
"[53, 27]",308269,"Gore, Quebec",3.0,2
"[18, 9648]",302132,Out to Kill,3.0,4
[],287781,24 Hours,3.0,1
[27],277599,The Legend of Six Fingers,3.0,2
[],277500,Chilling Visions: 5 States of Fear,3.0,2
[27],274257,The First Wave,3.0,1
[10749],273058,Could This Be Love?,3.0,2
[],252723,Mercy Rule,2.8,3
"[35, 18, 10749]",257627,NSFW: Not Safe for Work,2.8,5
[],316373,Super Sleuths,2.8,2
[27],442292,Watch Me Die,2.7,3
[],335900,Paranormal Retreat,2.7,3
"[35, 27]",307112,Beaster Day: Here Comes Peter Cottonhell,2.6,5
[],403153,Breaking In,2.5,2
[35],365539,Cinema Purgatorio,2.5,1
"[35, 27, 878]",354039,Alien Hunger,2.5,2
"[80, 9648, 53]",337048,The Window,2.5,2
[],328569,Bury,2.5,2
[],302735,The Warp,2.5,2
[99],302161,A Field Full of Secrets,2.5,2
[],294263,Bongo: Killer Clown,2.5,2
[],294205,Arkham Sanitarium: Soul Eater,2.5,2
[53],293156,Runaway,2.5,2
[],291370,Killervision,2.5,2
[99],294234,Boobs,2.3,2
"[18, 80]",303180,As Night Comes,2.1,5
[10751],482475,The Making of Frozen,2.0,1
"[28, 80, 18, 9648, 53]",478957,Permanent,2.0,1
"[53, 18, 878]",380020,Stranglehold,2.0,1
[],362322,A Reason,2.0,1
"[18, 35]",360786,White Dwarf,2.0,1
"[10402, 35, 27]",354032,The Bloody Indulgent,2.0,1
"[35, 27]",345883,Bikini Swamp Girl Massacre,2.0,3
[53],326928,Dark Disciple,2.0,1
[],326335,Alongside Night,2.0,1
[],323528,Der Ritter,2.0,1
"[878, 14]",316001,The Record Keeper,2.0,1
[10751],314776,Bandit and the Saints of Dogwood,2.0,1
"[10402, 35, 18]",314430,Wasteland,2.0,1
[],309883,Pretty Rosebud,2.0,2
[99],306456,Eaten Alive,2.0,1
[18],305781,Blessid,2.0,1
"[35, 10402]",298775,College Musical,2.0,1
[27],298186,Cynthia,2.0,1
[],297454,The Dead and the Damned 2,2.0,1
[],297100,The Little Ponderosa Zoo,2.0,1
[27],291374,Sledge,2.0,1
"[53, 27]",291336,Honeyspider,2.0,1
"[35, 27, 878]",290696,Dysmorphia,2.0,2
[27],278682,The Addicted,2.0,2
[99],274758,Give Me Shelter,2.0,1
[35],274712,Sinbad: Make Me Wanna Holla,2.0,1
"[12, 10751, 9648]",273915,Ace Wonder,2.0,1
[],271175,Masterchef,2.0,1
[35],259915,4Play,2.0,1
[],171287,Night of the Dolls,2.0,1
[99],329227,Mi Amigo Hugo,1.7,3
"[28, 12, 878]",499273,2101,1.5,5
"[27, 35]",317232,Pizza Girl Massacre,1.5,2
[],309605,Straight Men and the Men Who Love Them 3,1.5,2
[99],306434,A Night at the Movies: George Lucas & The World of Fantasy Cinema,1.3,2
[],395869,The Documentary of Ozbo,1.0,1
[],381794,Christmas Wedding Baby,1.0,1
[99],378243,Hoodslam: The Accidental Phenomenon,1.0,1
"[28, 53]",363471,Asphalt Angels,1.0,1
[],362605,Broken,1.0,1
"[878, 35, 27]",351803,Revenge of the Spacemen,1.0,1
[],335736,The Mothman Curse,1.0,1
[],333862,Bee Sting,1.0,1
[],332754,Spyfall,1.0,1
[],328723,Let There Be Zombies,1.0,1
[],323485,New Blood Rising,1.0,3
"[27, 18, 14]",316005,Gilgamesh,1.0,1
[],302177,Persecuted,1.0,1
[],299100,The Sickness of Lucius Frost,1.0,1
[],296796,Hi-8 (Horror Independent 8),1.0,1
[35],295532,Ralphie May: Filthy Animal Tour,1.0,1
[99],291856,UnFair: Exposing the IRS,1.0,1
"[36, 99]",290796,We the People,1.0,1
[],287784,A Dark Place Inside,1.0,2
[27],287527,Witches Blood,1.0,1
[],285497,Raw Cut,1.0,1
"[35, 27]",279551,Haunted Trailer,1.0,1
"[35, 27]",278513,Bloodmarsh Krackoon,1.0,1
[99],275246,Ленинленд,1.0,1
"[18, 80, 53]",257768,Soldier Girl,1.0,1
"[10770, 99]",355826,I Was Bitten: The Walker County Incident,0.5,1
"[878, 12, 18]",316004,Air,0.5,1
[36],306497,Let the Lion Roar,0.5,1
[27],285104,Path of Terror,0.5,2
[99],282084,There's No Place Like Utopia,0.5,1
[99],276820,Maker,0.5,2
[18],257140,Menthol,0.5,2
"[80, 18]",232857,Good Kids,0.5,2
"[99, 10402]",221918,Butch Walker:  Out of Focus,0.0,1
[],167531,Summer Snow,0.0,1
"[28, 12, 878]",99861,Avengers: Age of Ultron,7.3,13457
"[12, 10751, 16, 28, 35]",177572,Big Hero 6,7.8,10176
"[878, 28, 12]",102899,Ant-Man,7.1,11949
"[28, 12, 878, 14]",140607,Star Wars: The Force Awakens,7.4,12641
"[16, 10751, 14]",129,千と千尋の神隠し,8.5,7424
"[878, 28, 53, 12]",87101,Terminator Genisys,5.9,5309
"[28, 12, 80]",206647,Spectre,6.4,6719
"[10749, 14, 10751, 18]",150689,Cinderella,6.7,4517
"[28, 12, 878]",76341,Mad Max: Fury Road,7.4,14454
"[53, 28]",260346,Taken 3,6.1,3406
"[28, 18, 53]",254128,San Andreas,6.1,5125
"[80, 53]",181283,Child 44,6.2,903
"[80, 35, 28, 12]",207703,Kingsman: The Secret Service,7.6,10287
"[28, 12, 878, 53]",262500,Insurgent,6.3,6771
"[28, 18]",307081,Southpaw,7.4,3424
"[18, 35, 16, 10751]",150540,Inside Out,8.0,12691
"[80, 28, 878]",198184,Chappie,6.7,4995
"[878, 14, 28, 12]",76757,Jupiter Ascending,5.3,4401
"[28, 35, 878]",257344,Pixels,5.6,4423
"[18, 12, 878]",286217,The Martian,7.7,12172
"[12, 14]",68737,Seventh Son,5.3,1549
"[53, 80, 28]",265208,Wild Card,5.5,930
"[18, 10749, 53]",216015,Fifty Shades of Grey,5.4,6451
"[28, 80, 53]",334074,Survivor,5.5,581
"[28, 12, 878, 53]",135397,Jurassic World,6.6,14056
"[80, 18, 9648, 37]",273248,The Hateful Eight,7.7,8065
"[28, 80, 53]",273481,Sicario,7.3,4475
"[28, 80, 53]",168259,Furious 7,7.3,6538
[28],177677,Mission: Impossible - Rogue Nation,7.1,5242
"[12, 10751, 9648, 878]",158852,Tomorrowland,6.2,4610
"[18, 53]",264644,Room,8.1,5494
"[12, 18]",253412,Everest,6.7,2874
"[18, 27, 53]",280092,Insidious: Chapter 3,6.2,1886
"[28, 12, 878]",131634,The Hunger Games: Mockingjay - Part 2,6.8,7609
"[37, 18, 12]",281957,The Revenant,7.4,11064
"[878, 9648, 53]",238615,Self/less,6.3,1815
"[28, 53]",192141,No Escape,6.8,1296
"[12, 27, 35]",257445,Goosebumps,6.2,2147
"[35, 28, 12]",203801,The Man from U.N.C.L.E.,7.1,3525
"[18, 878]",264660,Ex Machina,7.6,8026
"[10752, 28]",190859,American Sniper,7.4,7658
"[35, 10402]",254470,Pitch Perfect 2,6.8,3599
"[35, 10749]",271718,Trainwreck,5.8,1731
"[27, 53]",270303,It Follows,6.5,3485
"[18, 53]",263472,Knock Knock,5.0,1490
[35],214756,Ted 2,6.1,4227
"[12, 16, 10751]",105864,The Good Dinosaur,6.7,3135
"[28, 18, 53]",241554,Run All Night,6.4,1684
"[27, 53]",243688,Poltergeist,5.1,1438
"[28, 878, 53]",294254,Maze Runner: The Scorch Trials,6.6,6365
"[28, 12, 16, 14]",303857,ドラゴンボールZ 復活の「F」,6.7,680
"[80, 53, 28]",201088,Blackhat,5.3,1165
"[14, 28, 12, 878]",274854,The Last Witch Hunter,5.8,2193
"[18, 36, 10752]",387,Das Boot,8.1,981
"[16, 35, 10751, 14]",159824,Hotel Transylvania 2,6.7,3184
"[28, 12, 878]",166424,Fantastic Four,4.4,3837
[18],312221,Creed,7.3,4010
"[18, 53, 36]",314365,Spotlight,7.8,4935
[53],72784,The Loft,6.4,755
"[878, 28, 27, 53, 12, 14]",36648,Blade: Trinity,5.7,2058
"[28, 35, 10751]",256961,Paul Blart: Mall Cop 2,5.0,900
[35],252838,The Wedding Ringer,6.5,961
"[53, 35, 18, 10749, 878]",254320,The Lobster,6.9,2895
"[18, 9648]",280996,Mr. Holmes,6.5,1101
"[18, 10749]",311291,45 Years,6.5,428
[27],94365,The Human Centipede 3 (Final Sequence),3.7,317
"[12, 16, 35, 10751]",258509,Alvin and the Chipmunks: The Road Chip,5.8,852
"[16, 35, 12, 10751]",170522,Astérix: Le domaine des dieux,6.8,704
[35],274167,Daddy's Home,6.1,1688
"[10770, 12, 28, 35, 10751]",277217,Descendants,6.8,1090
"[18, 80]",261023,Black Mass,6.4,2020
"[53, 878, 28, 12]",307663,Vice,4.3,312
[35],257211,The Intern,7.1,3373
"[35, 10749]",277547,Playing It Cool,5.9,426
"[53, 18, 12, 28, 36]",205775,In the Heart of the Sea,6.6,2137
"[35, 18]",318846,The Big Short,7.3,4657
[18],157851,Maps to the Stars,6.0,604
"[35, 10749, 80, 18, 9648]",171274,Inherent Vice,6.6,1359
[35],296099,Vacation,6.2,1934
"[28, 80, 53]",249070,Hitman: Agent 47,5.6,1764
"[28, 80, 18]",290764,Tracers,5.9,675
"[12, 35, 10751, 14, 16]",228165,The SpongeBob Movie: Sponge Out of Water,5.7,1165
[35],188222,Entourage,6.2,647
"[878, 53]",206487,Predestination,7.4,3332
"[35, 12, 10751]",116149,Paddington,7.0,1904
"[9648, 27]",310131,The Witch,6.6,2931
"[53, 28, 80, 9648]",287948,The Transporter Refueled,5.4,836
"[27, 35]",296503,Dude Bro Party Massacre III,5.9,38
"[35, 12]",210860,Mortdecai,5.4,1666
"[10749, 18]",258480,Carol,7.4,1949
"[12, 10751, 14]",266647,Pan,5.9,1701
"[27, 18, 9648]",287424,Maggie,5.3,958
"[53, 18]",296098,Bridge of Spies,7.2,4313
"[14, 35, 16, 878, 10751]",228161,Home,6.8,2372
[18],321741,Concussion,7.1,1435
"[18, 35]",295964,Burnt,6.4,1841
[28],289720,Outcast,4.7,223
"[28, 14, 12]",297291,The Scorpion King: Quest for Power,4.6,86
"[10751, 16, 35, 12]",263109,Shaun the Sheep Movie,6.9,713
"[28, 35, 80]",238713,Spy,6.8,3917
"[28, 12]",308504,Last Knights,6.3,531
"[80, 18, 53]",241239,A Most Violent Year,6.6,792
"[27, 53]",357096,I Spit on Your Grave III: Vengeance is Mine,5.3,390
"[18, 53]",87492,Foxcatcher,6.6,1407
"[878, 28, 16, 12]",297556,Justice League: Throne of Atlantis,6.7,404
[35],257091,Get Hard,6.0,1469
"[53, 9648]",328425,The Gift,6.7,1797
"[18, 10749]",167073,Brooklyn,7.3,1912
[18],306819,The Danish Girl,7.7,3655
"[27, 37]",294963,Bone Tomahawk,6.8,905
"[28, 53]",326425,Extraction,4.5,175
"[12, 18, 53]",285783,The Walk,6.9,1906
"[18, 10402]",277216,Straight Outta Compton,7.7,2048
"[12, 16, 14]",15283,平成狸合戦ぽんぽこ,7.1,368
"[18, 9648, 10749]",286565,Paper Towns,6.0,3587
"[12, 16, 10751]",297270,Tinker Bell and the Legend of the NeverBeast,6.8,486
"[10752, 18]",256917,The Water Diviner,6.8,682
"[16, 14]",315465,バケモノの子,8.0,659
[53],310133,Cop Car,5.8,452
"[12, 35, 16, 10751]",227973,The Peanuts Movie,6.6,894
[99],293310,Citizenfour,7.9,713
"[35, 27]",246741,What We Do in the Shadows,7.6,1594
"[18, 10749]",228205,The Longest Ride,7.5,1908
"[16, 18]",242828,思い出のマーニー,7.8,683
[35],253344,Some Kind of Beautiful,5.7,331
[35],266294,Sisters,5.9,922
"[18, 9648, 53]",182560,Dark Places,5.9,753
[53],284289,Beyond the Reach,5.6,198
"[28, 18, 36]",11645,乱,8.1,600
"[18, 10402, 10749, 35]",301351,We Are Your Friends,6.3,1241
"[10749, 35, 80, 18]",256591,Focus,6.8,4173
[18],253161,Madame Bovary,5.5,224
"[28, 12, 14]",300803,Dragonheart 3: The Sorcerer's Curse,4.8,124
"[53, 878]",220289,Coherence,7.3,1240
"[53, 28, 18, 10752]",252178,'71,6.8,627
"[35, 27]",273477,Scouts Guide to the Zombie Apocalypse,6.2,915
[53],306947,The Invitation,6.5,1063
"[28, 18, 80]",266396,The Gunman,5.7,583
[18],300693,Truth,6.6,265
"[18, 35]",274479,Joy,6.5,2723
"[16, 35, 18, 10749]",291270,Anomalisa,7.1,927
"[53, 27, 18]",288158,The Woman in Black 2: Angel of Death,5.1,627
"[27, 53, 9648]",298312,The Visit,6.2,2634
"[80, 53]",276907,Legend,6.8,1692
"[35, 37]",347969,The Ridiculous 6,5.0,676
"[53, 27]",243940,The Lazarus Effect,5.1,825
"[27, 53]",334536,The Blackcoat's Daughter,5.7,254
"[18, 35]",315846,海街diary,7.5,166
"[18, 10402]",271714,Love & Mercy,7.2,363
[14],370964,Он - дракон,6.7,133
"[18, 36]",293646,The 33,6.2,565
"[35, 14]",334298,捉妖记,5.8,131
"[35, 28]",261392,American Ultra,6.0,1756
"[27, 80, 53]",313922,Green Room,6.8,1314
"[28, 18, 53]",253626,Good Kill,6.0,314
[27],283445,Sinister 2,5.8,1142
"[28, 80, 9648, 16]",239529,ルパン三世VS名探偵コナン THE MOVIE,6.7,76
"[18, 14, 27, 9648, 10749, 53]",201085,Crimson Peak,6.5,2986
[28],321494,The Man with the Iron Fists 2,4.9,90
"[28, 12, 35]",248574,Barely Lethal,5.6,591
"[12, 16, 10751]",326359,Frozen Fever,6.8,1057
[35],11519,1941,5.7,262
"[18, 35, 10749]",222936,Aloha,5.3,1226
"[10749, 53, 37, 18]",223485,Slow West,6.7,532
"[10770, 10751, 35, 14]",325189,Teen Beach 2,6.4,279
"[28, 35, 80]",268920,Hot Pursuit,5.6,1000
"[18, 10752]",143,All Quiet on the Western Front,7.8,299
"[28, 16, 14]",323027,Justice League: Gods and Monsters,6.8,247
[99],318224,Going Clear: Scientology and the Prison of Belief,7.8,479
"[878, 53]",227719,Project Almanac,6.5,1449
"[18, 10749, 878]",301875,Equals,6.0,797
[18],294016,Trumbo,7.2,882
"[80, 28, 35]",370665,दिलवाले,6.2,119
"[18, 53]",309242,Mississippi Grind,6.0,229
"[18, 878, 53]",193687,Z for Zachariah,5.6,471
"[28, 12, 53]",230179,Big Game,5.4,648
"[28, 80, 53]",257088,Point Break,5.6,1260
"[27, 35, 14]",287903,Krampus,6.0,1046
"[18, 10749]",250124,The Diary of a Teenage Girl,6.7,460
"[12, 16, 28]",350499,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,6.1,87
"[53, 18]",309503,Zipper,5.7,85
"[12, 28, 16, 10751, 35]",381693,Kung Fu Panda: Secrets of the Scroll,6.9,91
"[10751, 16, 12, 35]",211672,Minions,6.4,7343
"[878, 35, 27]",218784,Freaks of Nature,5.8,231
[27],354216,The Devil's Candy,6.3,342
"[35, 18]",328589,The Lady in the Van,6.3,393
"[35, 18]",310593,Youth,6.9,1098
"[28, 18]",256040,Bahubali: The Beginning,7.3,228
"[36, 18, 10752]",284689,Testament of Youth,7.4,486
"[80, 18, 35]",308639,Dope,7.2,954
"[53, 28]",292040,Spooks: The Greater Good,5.9,308
"[28, 12, 16]",321528,Batman vs. Robin,6.9,364
"[18, 27, 53]",228973,Backcountry,5.8,246
"[27, 53]",299245,The Gallows,4.8,591
[99],318256,Hot Girls Wanted,6.0,306
"[35, 18, 10749]",342878,Un moment d'égarement,5.8,624
"[27, 878, 53]",323370,The Diabolical,4.7,110
"[53, 12, 9648, 14, 27, 878]",208763,Вий,5.0,100
"[18, 878, 53]",228066,Victor Frankenstein,5.8,1200
"[10749, 35]",272693,The DUFF,6.8,2987
"[28, 16, 10751]",342917,Batman Unlimited: Monster Mayhem,5.9,62
"[27, 53]",296065,Last Shift,5.8,238
"[18, 10749, 35]",330112,Ashby,6.1,296
[35],296100,The Night Before,6.1,956
"[18, 9648]",282984,Irrational Man,6.4,1112
"[53, 27]",276488,Let Us Prey,5.7,144
"[12, 18]",309302,狼图腾,6.5,213
"[12, 16, 10751]",10199,The Tale of Despereaux,5.8,464
"[28, 12, 16, 10751]",322456,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,6.4,45
"[18, 35, 10749]",276844,The Little Death,6.7,229
"[35, 18, 10402]",256924,Danny Collins,6.7,260
"[18, 35]",276839,Home Sweet Hell,5.2,260
"[28, 12, 18]",221732,るろうに剣心　伝説の最期編,7.6,147
"[18, 36]",321697,Steve Jobs,6.8,2572
"[16, 10751]",286192,Lava,7.4,630
"[14, 27]",312831,The Hallow,5.3,316
"[53, 27, 18]",279690,He Never Died,6.1,221
"[35, 18, 10749]",306952,Naomi and Ely's No Kiss List,6.0,762
"[35, 27]",241843,Cooties,5.5,335
"[10752, 18, 53]",336050,Saul fia,7.2,506
"[28, 35]",325358,Superfast!,4.7,177
"[12, 16, 35, 10751, 14]",298115,Dragons: Dawn Of The Dragon Racers,6.9,165
"[37, 28, 53]",362046,4Got10,4.3,38
[99],324558,X-Rated: The Greatest Adult Movies of All Time,5.8,67
"[18, 10749]",250734,Far from the Madding Crowd,7.0,586
"[35, 18]",264999,Magic Mike XXL,6.2,1110
"[35, 18]",308369,Me and Earl and the Dying Girl,7.6,1570
"[28, 53, 10770]",839,Duel,7.4,742
"[14, 18, 10749]",293863,The Age of Adaline,7.4,3853
"[35, 18]",309304,Grandma,6.4,210
"[53, 9648]",359790,Blackway,5.1,182
"[28, 18, 36]",253450,刺客聶隱娘,6.4,234
[35],239573,Unfinished Business,5.2,472
"[53, 28]",277355,Everly,5.2,321
[35],309245,Mistress America,6.5,308
"[18, 80]",271397,Плем'я,6.8,139
"[18, 27, 53]",320048,Ratter,5.0,207
[18],254302,High-Rise,5.5,610
"[878, 28, 27]",342927,3-Headed Shark Attack,3.6,66
[18],286521,5 Flights Up,5.9,147
"[28, 53]",346808,Momentum,5.8,273
[35],288036,Sleeping with Other People,6.3,517
"[35, 27]",293970,The Final Girls,6.5,619
[35],245906,She's Funny That Way,5.9,358
"[18, 35]",308453,The Bronze,5.8,186
"[18, 53]",323372,El cadáver de Anna Fritz,5.9,97
"[35, 18]",10317,Our Brand Is Crisis,5.9,306
"[18, 10749]",283227,A Little Chaos,6.2,411
"[35, 10751, 18]",333348,Love the Coopers,5.8,384
"[35, 18, 10402]",275601,Ricki and the Flash,5.8,473
"[53, 18]",308032,The Stanford Prison Experiment,6.9,548
"[12, 99]",318279,Meru,7.6,117
"[18, 10749, 35]",283350,Before We Go,6.5,985
"[35, 16, 12, 10751]",300602,Atrapa la bandera,5.9,123
"[18, 10752]",283587,Beasts of No Nation,7.6,883
"[16, 12, 35, 10751]",326215,Ooops! Noah is Gone...,5.8,123
"[36, 18, 10752, 12]",225728,Macbeth,6.5,862
[18],228203,"McFarland, USA",7.3,358
"[28, 18, 53]",336882,Bølgen,6.5,567
"[18, 27, 878]",338676,Extinction,5.6,308
"[27, 53]",146301,Paranormal Activity: The Ghost Dimension,5.2,774
[18],291351,The Sea of Trees,6.3,246
"[53, 28, 12, 80]",332976,Absolution,4.7,57
"[27, 53]",277685,Unfriended,5.4,2019
"[99, 10402]",331781,Amy,7.6,704
"[28, 35, 878, 14]",251516,Kung Fury,7.5,1146
[35],243938,Hot Tub Time Machine 2,5.1,512
[18],253331,Black or White,6.8,193
"[53, 14]",290637,Pay the Ghost,5.3,376
"[27, 9648, 53]",359246,Hell House LLC,6.4,98
"[28, 80, 18, 53]",341077,Tiger House,5.5,142
[18],246860,Clouds of Sils Maria,6.7,426
"[35, 18, 9648]",252512,While We're Young,5.9,609
"[878, 53]",284674,Air,4.8,293
"[28, 27, 10770]",336560,Lake Placid vs. Anaconda,4.4,50
"[18, 10752, 10749]",332270,Битва за Севастополь,7.4,163
"[36, 99]",267480,The Look of Silence,8.1,135
"[18, 14, 10402]",266639,Jem and the Holograms,5.4,241
[12],286873,Northmen: A Viking Saga,5.3,182
"[35, 18]",342672,4th Man Out,7.0,203
"[18, 36]",309299,Experimenter,6.6,267
"[53, 80, 18]",334527,Criminal Activities,5.9,166
"[28, 12, 14]",299824,寻龙诀,5.9,92
"[27, 53]",329010,Emelie,5.2,455
[18],278236,X+Y,6.7,320
"[53, 27]",157544,The Vatican Tapes,4.6,365
"[878, 9648, 18, 53]",335866,Circle,6.0,797
"[35, 18, 10749]",320588,"Hello, My Name Is Doris",6.4,265
"[18, 35, 10749]",312669,Maggie's Plan,5.7,218
"[35, 878]",86828,Absolutely Anything,5.7,688
"[28, 12, 16, 10751]",353595,Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom!,6.4,39
"[28, 35, 878]",279096,Lazer Team,5.6,142
"[18, 53]",333381,Return to Sender,5.2,245
"[12, 18, 10751]",272878,Max,6.8,407
"[18, 36]",245168,Suffragette,7.3,982
[18],304357,Woman in Gold,7.4,787
"[10749, 14, 27]",314405,Il racconto dei racconti,6.2,838
"[35, 18]",284537,Welcome to Me,5.8,195
"[28, 12, 53, 37]",362703,Diablo,4.2,91
"[18, 35]",268238,The Second Best Exotic Marigold Hotel,6.4,420
"[10749, 18]",241771,Beyond the Lights,7.0,238
"[18, 53, 9648]",184352,Tom à la ferme,7.0,360
"[80, 18, 9648]",245706,True Story,6.2,916
"[27, 878, 28]",293771,Dead Rising,5.0,199
[18],254905,Manglehorn,5.4,94
"[18, 10749]",340684,Those People,6.8,208
"[53, 27]",310137,Reversal,5.9,160
"[27, 9648, 18, 53]",332704,Backtrack,5.8,217
[16],345637,Sanjay's Super Team,6.6,119
"[16, 10751]",355338,Riley's First Date?,7.1,308
"[18, 35]",287587,Adult Beginners,5.4,121
"[35, 27, 10402]",323373,Deathgasm,6.3,301
[18],254578,Phoenix,6.7,214
[35],319341,Papa ou maman,6.2,699
[27],291272,We Are Still Here,5.6,265
"[10749, 18, 35]",272435,Gemma Bovery,6.2,166
"[80, 28, 53]",336004,Heist,5.8,498
"[16, 12, 10749]",153158,Metegol,6.1,196
"[35, 18]",290762,Miss You Already,7.4,414
[18],246127,Every Thing Will Be Fine,5.5,127
"[28, 18, 12]",300168,天將雄師,6.0,255
[18],336804,Mustang,8.0,755
"[18, 28, 80, 53, 9648]",228968,Kidnapping Mr. Heineken,5.9,310
[35],294132,Results,5.1,93
"[878, 28, 27]",339530,Tremors 5: Bloodlines,4.9,158
"[18, 10749]",323272,War Room,7.5,171
[53],276902,Cut Bank,5.8,156
[18],264337,Spare Parts,7.0,90
"[12, 16, 10751]",302960,Scooby-Doo! Moon Monster Madness,6.4,36
[18],265228,Timbuktu,7.0,255
"[16, 10402, 10751]",355111,Barbie in Rock 'N Royals,6.1,73
[27],299551,The Atticus Institute,5.6,183
"[18, 27, 53]",284303,"Ich seh, Ich seh",6.6,587
"[18, 53]",300542,Queen of Earth,6.1,84
"[18, 99]",317952,Cartel Land,7.3,231
[16],316322,Barbie in Princess Power,5.3,79
"[28, 12, 35, 878]",310135,Turbo Kid,6.6,377
"[10749, 18]",306745,Freeheld,7.3,360
"[80, 18, 10749, 53]",320007,Victoria,7.8,618
"[28, 18, 53]",277558,Final Girl,5.1,361
[18],277546,The Runner,4.7,93
"[18, 53, 27]",333674,Intruders,5.8,245
[28],250066,American Heist,4.6,213
[18],240745,Cymbeline,3.8,58
"[53, 27]",360784,Hidden,6.5,322
"[27, 35]",262840,WolfCop,5.1,99
"[28, 18, 53]",274504,The Adderall Diaries,5.3,89
"[10770, 35]",287689,7 Days in Hell,6.5,192
"[80, 18, 9648, 53]",324807,A Bigger Splash,6.2,364
"[27, 878, 53]",301728,Infini,5.2,217
[99],352208,Where to Invade Next,7.4,250
"[12, 80, 18, 53]",206563,Trash,7.1,353
[28],360055,Riot,6.0,66
"[18, 878, 53]",329004,The Survivalist,6.2,149
"[53, 27]",283686,Out of the Dark,4.8,79
[18],328901,The Benefactor,4.8,159
"[28, 27, 53]",244316,Into the Grizzly Maze,5.3,121
"[28, 35, 18]",348892,बजरंगी भाईजान,7.9,232
"[35, 53, 9648]",237756,Kill Me Three Times,5.6,260
"[10770, 12, 35]",317198,Bad Hair Day,6.1,100
"[80, 18, 27, 53]",18912,Angst,7.3,108
"[53, 10749, 18, 9648]",300155,A Royal Night Out,6.5,168
[53],241251,The Boy Next Door,4.4,1382
[18],310569,Que Horas Ela Volta?,8.0,351
"[18, 80, 10770]",336845,Cleveland Abduction,6.8,101
"[10749, 18]",323674,6 Years,5.4,530
"[14, 53, 18]",167810,Lost River,5.8,352
[99],321769,Deep Web,6.8,150
"[18, 27, 53]",257444,The Boy,5.6,79
"[10402, 10749, 35, 18]",207936,Tumbledown,6.4,88
"[12, 878, 28]",240483,Robot Overlords,4.8,160
[18],244563,"Kumiko, the Treasure Hunter",6.4,146
"[35, 18]",308084,Tangerine,7.0,314
"[10402, 16, 10751, 14]",302429,Strange Magic,6.3,172
"[12, 35, 18]",232572,A Walk in the Woods,5.9,402
"[10770, 16, 10751]",359983,The Lion Guard: Return of the Roar,5.9,94
"[28, 53, 80]",351901,12 Rounds 3: Lockdown,5.0,68
[28],326284,Pound of Flesh,5.4,95
"[10751, 16, 12]",361380,Barbie & Her Sisters in the Great Puppy Adventure,5.9,54
"[80, 18, 9648, 53]",290751,Secret in Their Eyes,6.3,696
"[53, 28, 878]",312526,Alien Outpost,4.7,108
"[12, 18]",336808,El abrazo de la serpiente,7.8,212
"[18, 10402]",300666,Bravetown,6.8,185
"[80, 53, 28]",9873,F/X,6.4,146
"[10749, 35, 80, 18]",239877,La mafia uccide solo d'estate,7.4,703
"[27, 53]",312791,GirlHouse,5.3,127
"[53, 27]",234212,Demonic,5.1,267
"[35, 18]",228108,The Road Within,6.8,218
[99],330127,Back in Time,6.5,185
"[28, 12, 35]",12715,Firewalker,5.4,75
"[18, 10402]",297806,I Saw the Light,5.9,88
[18],249688,The End of the Tour,7.1,324
"[18, 10770]",326923,Babysitter's Black Book,5.7,47
"[10749, 35]",332340,Man Up,6.6,538
"[18, 53]",252164,Pressure,5.6,125
[878],328595,Parallels,6.1,197
"[16, 10751]",366141,Cro Minion,6.0,39
